MGQ,NBO,1002
NBO,MGQ,1002
BKK,SIN,1417
DRW,SIN,3339
HAK,SIN,2183
HGH,SIN,3650
HKG,SIN,2566
HKT,SIN,980
KIX,MNL,2635
KIX,TPE,1703
KUL,SIN,297
MNL,KIX,2635
MNL,SIN,2375
PEN,SIN,602
PER,SIN,3911
PNH,SIN,1138
REP,SIN,1341
RGN,SIN,1932
SGN,SIN,1093
SIN,BKK,1417
SIN,DRW,3339
SIN,HAK,2183
SIN,HGH,3650
SIN,HKG,2566
SIN,HKT,980
SIN,KUL,297
SIN,MNL,2375
SIN,PEN,602
SIN,PER,3911
SIN,PNH,1138
SIN,REP,1341
SIN,RGN,1932
SIN,SGN,1093
SIN,SWA,2813
SIN,TPE,3222
SWA,SIN,2813
TPE,KIX,1703
TPE,SIN,3222
ACH,EBA,528
DRS,ZRH,556
DUS,FDH,448
EBA,ACH,528
EBA,FDH,549
EBA,MUC,633
EBA,ZRH,540
FDH,DUS,448
FDH,EBA,549
FDH,HAM,663
FDH,OLB,753
FDH,TXL,606
FDH,ZAD,600
FMM,NAP,852
GRZ,ZRH,523
HAM,FDH,663
MUC,EBA,633
NAP,FMM,852
OLB,FDH,753
SZG,ZRH,336
TXL,FDH,606
ZAD,FDH,600
ZRH,DRS,556
ZRH,EBA,540
ZRH,GRZ,523
ZRH,SZG,336
ATL,LWB,594
ATL,MCN,128
ATL,MEI,429
ATL,MSL,318
ATL,PIB,519
ATL,TUP,407
BIM,FLL,98
ELH,FLL,354
ELH,PBI,366
EYW,FLL,233
EYW,RSW,220
EYW,TPA,388
FLL,BIM,98
FLL,ELH,354
FLL,EYW,233
FLL,FPO,155
FLL,GGT,514
FLL,GHB,393
FLL,MCO,286
FLL,MHH,310
FLL,TCB,285
FLL,TPA,317
FPO,FLL,155
GGT,FLL,514
GGT,GHB,197
GHB,FLL,393
GLH,TUP,222
GNV,MCO,169
GNV,TPA,192
JAX,MHH,631
JAX,TPA,292
LWB,ATL,594
MCN,ATL,128
MCN,MCO,524
MCO,FLL,286
MCO,GNV,169
MCO,MCN,524
MCO,MHH,468
MCO,PNS,613
MCO,RSW,215
MCO,TLH,367
MEI,ATL,429
MHH,FLL,310
MHH,JAX,631
MHH,MCO,468
MHH,PBI,300
MSL,ATL,318
PBI,ELH,366
PBI,MHH,300
PBI,TPA,280
PIB,ATL,519
PNS,MCO,613
PNS,TPA,530
RSW,EYW,220
RSW,MCO,215
TCB,FLL,285
TLH,MCO,367
TLH,TPA,322
TPA,EYW,388
TPA,FLL,317
TPA,GNV,192
TPA,JAX,292
TPA,PBI,280
TPA,PNS,530
TPA,TLH,322
TUP,ATL,407
TUP,GLH,222
AMS,NDR,2023
AMS,TNG,2027
BCN,CMN,1227
BCN,NDR,831
BCN,TNG,931
BGY,CMN,2010
BLQ,CMN,2043
BRU,CMN,2183
BRU,NDR,1870
BRU,TNG,1881
CGN,NDR,1946
CMN,BCN,1227
CMN,BGY,2010
CMN,BLQ,2043
CMN,BRU,2183
CMN,CUF,1804
CMN,LGW,2066
CMN,LYS,1747
CMN,MPL,1514
CMN,SAW,3350
CMN,TLS,1380
CMN,TSF,2168
CUF,CMN,1804
FEZ,MPL,1322
LGW,CMN,2066
LGW,TNG,1775
LYS,CMN,1747
MPL,CMN,1514
MPL,FEZ,1322
MPL,NDR,1128
NDR,AMS,2023
NDR,BCN,831
NDR,BRU,1870
NDR,CGN,1946
NDR,MPL,1128
NDR,PMI,719
PMI,NDR,719
SAW,CMN,3350
TLS,CMN,1380
TNG,AMS,2027
TNG,BCN,931
TNG,BRU,1881
TNG,LGW,1775
TSF,CMN,2168
AUA,LSP,81
AUA,MAR,285
BON,CUR,75
CUR,AUA,120
LSP,AUA,81
MAR,AUA,285
ASF,DME,1235
ASF,LED,1902
BHK,DME,2616
DME,ASF,1235
DME,BHK,2616
DME,EGO,537
DME,FEG,2982
DME,KSQ,2775
DME,NMA,2922
DME,NVI,2624
DME,SKD,2760
DME,TIV,2001
EGO,DME,537
FEG,DME,2982
KSQ,DME,2775
LED,ASF,1902
NMA,DME,2922
NVI,DME,2624
SKD,DME,2760
TIV,DME,2001
ANU,PTP,101
CAY,FDF,1441
CUR,SDQ,698
DOM,PTP,84
DOM,SXM,338
FDF,CAY,1441
FDF,PTP,195
FDF,SDQ,1017
FDF,SLU,63
PTP,ANU,101
PTP,DOM,84
PTP,FDF,195
PTP,SBH,229
PTP,SDQ,896
PTP,SFG,260
PTP,SXM,259
SBH,PTP,229
SDQ,PTP,896
SDQ,SXM,694
SFG,PTP,260
SLU,FDF,63
SXM,DOM,338
SXM,PTP,259
SXM,SDQ,694
BHY,XIY,1436
CAN,CKG,966
CAN,CTU,1223
CAN,SPN,3518
CGO,CGQ,1463
CGO,CKG,862
CGO,CTU,1025
CGO,HGH,781
CGO,HRB,1621
CGO,KMG,1483
CGO,URC,2486
CGQ,CGO,1463
CGQ,NKG,1487
CGQ,TNA,1068
CGQ,TSN,879
CKG,CAN,966
CKG,CGO,862
CKG,CSX,662
CKG,CTU,276
CKG,CZX,1277
CKG,DLC,1707
CKG,DYG,374
CKG,HAK,1154
CKG,HGH,1329
CKG,HKT,2555
CKG,INC,976
CKG,KHN,903
CKG,KMG,631
CKG,LHW,806
CKG,LJG,712
CKG,LXA,1522
CKG,NGB,1429
CKG,NKG,1189
CKG,NNG,805
CKG,PEK,1464
CKG,PVG,1461
CKG,SWA,1195
CKG,SYD,8485
CKG,SYX,1300
CKG,SZX,1063
CKG,TNA,1262
CKG,TSA,1559
CKG,TSN,1432
CKG,TYN,1050
CKG,URC,2313
CKG,WUH,736
CKG,WUX,1333
CKG,XIY,562
CKG,XNN,869
CKG,YIH,474
CKG,ZHA,1016
CSX,CKG,662
CSX,CTU,937
CSX,FOC,685
CSX,KMG,1078
CSX,SHE,1761
CSX,WNZ,749
CSX,XMN,635
CTU,CAN,1223
CTU,CGO,1025
CTU,CKG,276
CTU,CSX,937
CTU,DCY,400
CTU,DSN,1127
CTU,HAK,1352
CTU,HDG,1174
CTU,HET,1344
CTU,HFE,1276
CTU,HGH,1580
CTU,HKG,1352
CTU,HKT,2566
CTU,ICN,2204
CTU,INC,899
CTU,JHG,1008
CTU,JZH,254
CTU,KHN,1169
CTU,KMG,617
CTU,KOW,1183
CTU,KWE,529
CTU,LHW,661
CTU,LJG,564
CTU,LUM,870
CTU,LXA,1263
CTU,LZY,937
CTU,MEL,8697
CTU,NKG,1424
CTU,NNG,981
CTU,PEK,1556
CTU,PVG,1704
CTU,SHE,2135
CTU,SJW,1304
CTU,SYX,1472
CTU,SZX,1318
CTU,TAO,1648
CTU,TNA,1410
CTU,TSA,1834
CTU,TSN,1546
CTU,TYN,1127
CTU,URC,2071
CTU,WNZ,1665
CTU,WUH,981
CTU,WUX,1572
CTU,WXN,430
CTU,XIC,335
CTU,XIY,623
CTU,XMN,1549
CTU,XNN,685
CTU,XUZ,1335
CTU,YIH,721
CTU,YTY,1509
CZX,CKG,1277
CZX,HRB,1622
CZX,XMN,836
CZX,ZUH,1271
DAT,TYN,268
DCY,CTU,400
DLC,CKG,1707
DLC,HGH,977
DLC,HRB,835
DLC,TNA,446
DLC,XUZ,651
DNH,LHW,868
DSN,CTU,1127
DSN,SHE,1174
DYG,CKG,374
DYG,NKG,859
FOC,CSX,685
FOC,XIY,1411
GXH,LXA,1263
GXH,XIY,560
HAK,CKG,1154
HAK,CTU,1352
HAK,HGH,1521
HAK,NGB,1561
HAK,ZUH,380
HDG,CTU,1174
HET,CTU,1344
HFE,CTU,1276
HGH,CGO,781
HGH,CKG,1329
HGH,CTU,1580
HGH,DLC,977
HGH,HAK,1521
HGH,KWE,1394
HGH,TSN,1028
HGH,TYN,1102
HKG,CTU,1352
HKG,YIH,949
HKG,ZHA,387
HKT,CKG,2555
HKT,CTU,2566
HRB,CGO,1621
HRB,CZX,1622
HRB,DLC,835
HRB,INC,1843
HRB,NGB,1805
HRB,NKG,1670
HRB,NZH,799
HRB,SJW,1254
HRB,TNA,1231
HRB,TSN,1027
HRB,WNZ,2026
HRB,WUH,1952
HRB,XIY,1932
HRB,XUZ,1483
ICN,CTU,2204
INC,CKG,976
INC,CTU,899
INC,HRB,1843
INC,KWL,1523
JGN,LHW,592
JHG,CTU,1008
JHG,KMG,412
JJN,KWE,1197
JJN,WUH,793
JZH,CTU,254
KHG,URC,1066
KHN,CKG,903
KHN,CTU,1169
KHN,KMG,1351
KHN,NGB,550
KMG,CGO,1483
KMG,CKG,631
KMG,CSX,1078
KMG,CTU,617
KMG,JHG,412
KMG,KHN,1351
KMG,KWE,419
KMG,LUM,451
KMG,NGB,1900
KMG,NKG,1722
KMG,TAO,2074
KMG,TNA,1883
KMG,TPE,1842
KMG,WXN,833
KMG,XIY,1181
KMG,XMN,1534
KMG,XUZ,1727
KOW,CTU,1183
KOW,XMN,367
KWE,CTU,529
KWE,HGH,1394
KWE,JJN,1197
KWE,KMG,419
KWE,LHW,1149
KWE,SYX,954
KWE,WNZ,1397
KWE,XUZ,1327
KWL,INC,1523
KWL,SJW,1517
KWL,SYX,772
LHW,CKG,806
LHW,CTU,661
LHW,DNH,868
LHW,JGN,592
LHW,KWE,1149
LHW,TSN,1239
LJG,CKG,712
LJG,CTU,564
LJG,MIG,685
LUM,CTU,870
LUM,KMG,451
LXA,CKG,1522
LXA,CTU,1263
LXA,GXH,1263
LXA,XIY,1776
LXA,XNN,1312
LYI,XIY,885
LZY,CTU,937
MEL,CTU,8697
MIG,LJG,685
MIG,NKG,1337
MIG,SYX,1533
MIG,XNN,619
NGB,CKG,1429
NGB,HAK,1561
NGB,HRB,1805
NGB,KHN,550
NGB,KMG,1900
NGB,SHE,1326
NGB,SYX,1769
NKG,CGQ,1487
NKG,CKG,1189
NKG,CTU,1424
NKG,DYG,859
NKG,HRB,1670
NKG,KMG,1722
NKG,MIG,1337
NKG,SYX,1770
NNG,CKG,805
NNG,CTU,981
NNG,SGN,1321
NNG,WUH,1088
NZH,HRB,799
PEK,CKG,1464
PEK,CTU,1556
PEK,WXN,1267
PEK,ZHY,1028
PVG,CKG,1461
PVG,CTU,1704
PVG,SPN,3014
SGN,NNG,1321
SHE,CSX,1761
SHE,CTU,2135
SHE,DSN,1174
SHE,NGB,1326
SHE,TYN,1024
SHE,XUZ,990
SHE,YVR,8003
SJW,CTU,1304
SJW,HRB,1254
SJW,KWL,1517
SPN,CAN,3518
SPN,PVG,3014
SWA,CKG,1195
SYD,CKG,8485
SYX,CKG,1300
SYX,CTU,1472
SYX,KWE,954
SYX,KWL,772
SYX,MIG,1533
SYX,NGB,1769
SYX,NKG,1770
SYX,TNA,2200
SYX,WNZ,1583
SYX,YBP,1268
SZX,CKG,1063
SZX,CTU,1318
SZX,WXN,1053
TAO,CTU,1648
TAO,KMG,2074
TNA,CGQ,1068
TNA,CKG,1262
TNA,CTU,1410
TNA,DLC,446
TNA,HRB,1231
TNA,KMG,1883
TNA,SYX,2200
TNA,XIY,810
TPE,KMG,1842
TSA,CKG,1559
TSA,CTU,1834
TSN,CGQ,879
TSN,CKG,1432
TSN,CTU,1546
TSN,HGH,1028
TSN,HRB,1027
TSN,LHW,1239
TYN,CKG,1050
TYN,CTU,1127
TYN,DAT,268
TYN,HGH,1102
TYN,SHE,1024
URC,CGO,2486
URC,CKG,2313
URC,CTU,2071
URC,KHG,1066
URC,XIY,2105
UYN,XIY,441
WNZ,CSX,749
WNZ,CTU,1665
WNZ,HRB,2026
WNZ,KWE,1397
WNZ,SYX,1583
WUH,CKG,736
WUH,CTU,981
WUH,HRB,1952
WUH,JJN,793
WUH,NNG,1088
WUX,CKG,1333
WUX,CTU,1572
WXN,CTU,430
WXN,KMG,833
WXN,PEK,1267
WXN,SZX,1053
XIC,CTU,335
XIY,BHY,1436
XIY,CKG,562
XIY,CTU,623
XIY,FOC,1411
XIY,GXH,560
XIY,HRB,1932
XIY,KMG,1181
XIY,LXA,1776
XIY,LYI,885
XIY,TNA,810
XIY,URC,2105
XIY,UYN,441
XIY,XMN,1425
XIY,XNN,650
XIY,YBP,743
XMN,CSX,635
XMN,CTU,1549
XMN,CZX,836
XMN,KMG,1534
XMN,KOW,367
XMN,XIY,1425
XNN,CKG,869
XNN,CTU,685
XNN,LXA,1312
XNN,MIG,619
XNN,XIY,650
XNN,ZHY,300
XUZ,CTU,1335
XUZ,DLC,651
XUZ,HRB,1483
XUZ,KMG,1727
XUZ,KWE,1327
XUZ,SHE,990
YBP,SYX,1268
YBP,XIY,743
YIH,CKG,474
YIH,CTU,721
YIH,HKG,949
YTY,CTU,1509
YVR,SHE,8003
ZHA,CKG,1016
ZHA,HKG,387
ZHY,PEK,1028
ZHY,XNN,300
ZUH,CZX,1271
ZUH,HAK,380
LAS,LAX,380
LAX,LAS,380
CAI,TLV,392
TLV,CAI,392
MCG,NIB,63
NIB,MCG,63
TLJ,MCG,20
EYK,VKO,1860
NCU,VKO,2169
NUX,TJM,1147
NUX,UFA,1696
NUX,VKO,2370
NYM,OVS,646
NYM,VKO,2186
OVS,NYM,646
OVS,SVX,534
OVS,VKO,1645
SVX,OVS,534
TJM,NUX,1147
UCT,VKO,1279
UFA,NUX,1696
VKO,EYK,1860
VKO,NCU,2169
VKO,NUX,2370
VKO,NYM,2186
VKO,OVS,1645
VKO,UCT,1279
BKK,DAC,1568
BZL,DAC,116
CCU,CGP,349
CCU,DAC,239
CGP,CCU,349
CGP,DAC,229
CGP,MCT,3429
CXB,DAC,311
DAC,BKK,1568
DAC,BZL,116
DAC,CCU,239
DAC,CGP,229
DAC,CXB,311
DAC,DXB,3537
DAC,JED,5231
DAC,JSR,146
DAC,KTM,662
DAC,KUL,2642
DAC,MCT,3262
DAC,SPD,261
DAC,ZYL,194
DXB,DAC,3537
JED,DAC,5231
JSR,DAC,146
KTM,DAC,662
KUL,DAC,2642
MCT,CGP,3429
MCT,DAC,3262
RJH,DAC,192
SPD,DAC,261
SPD,RJH,150
ZYL,DAC,194
YGZ,YRB,383
YRB,YGZ,383
DFW,EZE,8534
EZE,DFW,8534
EZE,JFK,8535
EZE,MIA,7119
EZE,PUJ,6027
JFK,EZE,8535
MIA,EZE,7119
MIA,PUJ,1466
PUJ,EZE,6027
PUJ,MIA,1466
YEG,YXY,1529
YLW,YVR,287
YLW,YXY,1546
YOW,YZF,3100
YVR,YLW,287
YVR,YXY,1483
YXY,YLW,1546
YXY,YVR,1483
YXY,YYC,1678
YXY,YZF,1104
YYC,YEG,246
YZF,YOW,3100
YZF,YXY,1104
ACA,MEX,307
ACA,TLC,288
AGU,MEX,422
BOG,MEX,3159
CEN,MEX,1409
CJS,MEX,1543
CME,MEX,769
CPE,MEX,899
CTM,MEX,1134
CUL,MEX,1049
CUN,MEX,1284
CUN,MTY,1448
CUN,TLC,1337
CUU,MEX,1245
CZM,MEX,1275
GDL,MEX,459
GDL,MTY,670
GDL,SAT,1114
GDL,SJD,723
GDL,SNA,2049
GDL,TIJ,1902
GUA,MEX,1056
HAV,MEX,1771
HMO,MEX,1619
HUX,MEX,504
JFK,MEX,3365
LAP,MEX,1274
LAS,MTY,1832
LAS,TLC,2405
MEX,ACA,307
MEX,AGU,422
MEX,BOG,3159
MEX,CEN,1409
MEX,CJS,1543
MEX,CME,769
MEX,CPE,899
MEX,CTM,1134
MEX,CUL,1049
MEX,CUN,1284
MEX,CUU,1245
MEX,CZM,1275
MEX,GDL,459
MEX,GUA,1056
MEX,HAV,1771
MEX,HMO,1619
MEX,HUX,504
MEX,JFK,3365
MEX,LAP,1274
MEX,MIA,2051
MEX,MID,996
MEX,MTT,496
MEX,MTY,713
MEX,MZT,852
MEX,OAX,367
MEX,PQM,774
MEX,PVR,660
MEX,REX,736
MEX,SAT,1124
MEX,SJD,1178
MEX,SJO,1910
MEX,SNA,2442
MEX,TAM,342
MEX,TGZ,715
MEX,TIJ,2301
MEX,TRC,814
MEX,VER,304
MEX,VSA,678
MEX,ZCL,537
MEX,ZIH,324
MEX,ZLO,577
MIA,MEX,2051
MID,MEX,996
MTT,MEX,496
MTY,CUN,1448
MTY,GDL,670
MTY,LAS,1832
MTY,MEX,713
MTY,SAT,448
MTY,TLC,718
MZT,MEX,852
OAX,MEX,367
PQM,MEX,774
PVR,MEX,660
PVR,TLC,613
REX,MEX,736
SAT,GDL,1114
SAT,MEX,1124
SAT,MTY,448
SAT,TLC,1139
SJD,GDL,723
SJD,MEX,1178
SJD,TLC,1134
SJO,MEX,1910
SNA,GDL,2049
SNA,MEX,2442
TAM,MEX,342
TGZ,MEX,715
TIJ,GDL,1902
TIJ,MEX,2301
TLC,ACA,288
TLC,CUN,1337
TLC,LAS,2405
TLC,MTY,718
TLC,PVR,613
TLC,SAT,1139
TLC,SJD,1134
TLC,ZIH,278
TRC,MEX,814
VER,MEX,304
VSA,MEX,678
ZCL,MEX,537
ZIH,MEX,324
ZIH,TLC,278
ZLO,MEX,577
DEL,HEA,1543
DEL,KBL,1001
DXB,KBL,1686
HEA,DEL,1543
HEA,KBL,642
KBL,DEL,1001
KBL,DXB,1686
KBL,HEA,642
KBL,MZR,299
MZR,KBL,299
AYT,ZRH,2166
BSL,HRG,3216
HRG,BSL,3216
HRG,ZRH,3146
PRN,ZRH,1120
SKP,ZRH,1198
ZRH,AYT,2166
ZRH,HRG,3146
ZRH,PRN,1120
ZRH,SKP,1198
AGP,STR,1739
AGP,TXL,2246
ALG,CGN,1607
AMS,HAM,379
AOI,DUS,986
AOI,TXL,994
ARN,CGN,1189
ARN,DUS,1162
ARN,HAM,826
ATH,CGN,1953
ATH,STR,1682
AYT,CGN,2432
BCN,CGN,1133
BCN,DUS,1167
BCN,HAJ,1368
BCN,HAM,1493
BCN,STR,995
BDS,STR,1127
BEG,STR,947
BGO,HAM,795
BHX,HAM,794
BHX,TXL,1016
BIA,CGN,941
BIA,DUS,993
BIA,HAM,1232
BIA,STR,683
BIA,TXL,1148
BIO,DUS,1148
BIO,STR,1110
BLQ,CGN,769
BLQ,TXL,904
BRE,STR,486
BRI,CGN,1310
BRI,DUS,1363
BRI,STR,1027
BRU,STR,420
BSL,DUS,415
BUD,CGN,959
BUD,HAM,950
BUD,STR,759
CAG,CGN,1300
CAG,DUS,1350
CAG,STR,1050
CDG,HAM,728
CFU,CGN,1598
CFU,DRS,1368
CFU,STR,1320
CGN,ALG,1607
CGN,ARN,1189
CGN,ATH,1953
CGN,AYT,2432
CGN,BCN,1133
CGN,BIA,941
CGN,BLQ,769
CGN,BRI,1310
CGN,BUD,959
CGN,CAG,1300
CGN,CFU,1598
CGN,CLY,936
CGN,CTA,1616
CGN,DBV,1251
CGN,DRS,464
CGN,DUB,957
CGN,EDI,896
CGN,FAO,1951
CGN,FCO,1081
CGN,FDH,395
CGN,HAM,363
CGN,HDF,582
CGN,HER,2251
CGN,IBZ,1408
CGN,JMK,2072
CGN,JTR,2171
CGN,KGS,2224
CGN,KLU,706
CGN,KVA,1740
CGN,LEJ,361
CGN,LHR,534
CGN,LIS,1850
CGN,LPA,3175
CGN,MAN,699
CGN,MXP,594
CGN,NAP,1239
CGN,NCE,801
CGN,OLB,1123
CGN,PMI,1304
CGN,PMO,1487
CGN,PRG,510
CGN,PSA,835
CGN,PUY,834
CGN,RAK,2478
CGN,RHO,2314
CGN,RJK,836
CGN,RLG,486
CGN,SAW,2030
CGN,SJJ,1148
CGN,SKG,1677
CGN,SPU,1067
CGN,STN,492
CGN,SUF,1508
CGN,SZG,545
CGN,TLV,3088
CGN,TUN,1578
CGN,TXL,463
CGN,VCE,710
CGN,VIE,746
CGN,VRN,669
CGN,WAW,966
CGN,XRY,1888
CGN,ZAD,971
CGN,ZAG,871
CGN,ZRH,392
CLY,CGN,936
CTA,CGN,1616
CTA,DUS,1670
CTA,HAJ,1719
CTA,HAM,1839
CTA,STR,1334
CTA,TXL,1684
CWL,DUS,702
DBV,CGN,1251
DBV,DUS,1303
DBV,HAJ,1274
DBV,HAM,1374
DBV,STR,978
DBV,TXL,1172
DRS,CFU,1368
DRS,CGN,464
DRS,DUS,488
DRS,STR,424
DTM,HDF,513
DTM,MUC,461
DTM,PMI,1383
DTM,SAW,2032
DTM,SPU,1100
DUB,CGN,957
DUB,DUS,915
DUS,AOI,986
DUS,ARN,1162
DUS,BCN,1167
DUS,BIA,993
DUS,BIO,1148
DUS,BRI,1363
DUS,BSL,415
DUS,CAG,1350
DUS,CTA,1670
DUS,CWL,702
DUS,DBV,1303
DUS,DRS,488
DUS,DUB,915
DUS,GVA,564
DUS,HDF,576
DUS,HER,2303
